"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-9707564","Cytoprotection by HMOX1","57/1367","91/4391",3.96025962503395e-10,8.47055530910039e-09,5.72037501393793e-09,"34999/34686/42802/34374/36638/41531/34359/31014/34896/40390/35279/35491/317928/43449/36951/40639/39628/39855/40174/50002/33227/36018/37728/32584/40995/31567/45269/33105/326237/34420/32274/33918/41079/40717/42743/41432/42805/50246/32989/37378/37894/3772232/34996/33629/32047/39845/33738/43856/42828/35701/38456/40388/39999/42641/35100/32268/46058",57,"Prosbeta4, MRP, Rpn9, CG4957, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cul3, COX8, COX4, COX4L, ND-MLRQ, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, COX7A, Spp, Prosalpha7, levy, Prosalpha4, COX7AL, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, COX5B, Prosbeta3, Rpn5, cnc, COX5A, Rpt5, COX7C, COX6B, Prosalpha3, Rpn8, fabp, Cyt-c-p, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, Rpt1, Ubi-p63E, Rpn10, Eip75B, Rpn7, bsf, Bap60, Prosbeta1","OSNs","down","Reactome"
"R-DME-75815","Ubiquitin-dependent degradation of Cyclin D","36/1367","48/4391",4.17941587631956e-10,8.69770331017854e-09,5.87377366401667e-09,"34999/42802/36638/41531/34359/36854/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/32551/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdk4, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-8932339","ROS sensing by NFE2L2","37/1367","50/4391",4.56648923504087e-10,9.25314923942492e-09,6.2488800058454e-09,"34999/42802/36638/41531/34359/31014/34896/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42743/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",37,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, cnc, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-8939902","Regulation of RUNX2 expression and activity","38/1367","52/4391",4.88033060122343e-10,9.63552452036421e-09,6.50710746829791e-09,"34999/42802/36638/41531/34359/31014/34433/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",38,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, STUB1, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-8948751","Regulation of PTEN stability and activity","42/1367","60/4391",5.36410913678497e-10,1.03259100883111e-08,6.97334187782047e-09,"43991/48448/34999/32132/42802/36638/41531/34359/34433/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/39753/37894/33629/32047/39845/33738/39958/42828/35701/38456/40388/42641/35524/44131/46058",42,"Pten, CkIIalpha, Prosbeta4, CkIIbeta, Rpn9, Rpn6, Prosalpha2, Prosalpha6, STUB1, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Diap1, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Nedd4, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Src42A, Mkrn1, Prosbeta1","OSNs","down","Reactome"
"R-DME-432395","Degradation of TIM","32/1367","41/4391",6.94051534303716e-10,1.30346263759478e-08,8.80260482531543e-09,"34387/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/43673/36018/32584/33105/34420/41079/40717/42805/37894/33629/32047/39102/39845/33738/42828/35701/38456/40388/50428/42641",32,"Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, dco, Prosalpha7, Prosalpha4, Rpt6, RpS27A, Prosbeta3, Rpn5, Rpt5, Rpn8, RpL40, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sem1, Rpn7","OSNs","down","Reactome"
"R-DME-2262752","Cellular responses to stress","145/1367","308/4391",8.9709668742869e-10,1.60642895190719e-08,1.08486111037888e-08,"39340/40848/38580/36271/37238/45906/41183/38389/34655/44307/3354888/34167/41840/44801/42216/34527/36040/34549/45247/32057/34999/2768679/40389/40633/43828/34686/42802/34374/45012/36638/41531/31405/40679/35420/34359/31014/34896/42186/32630/42753/40390/30971/35279/35491/42341/35512/317928/41550/43449/36951/40639/36731/39628/34997/39855/31342/40174/50002/41785/32133/33227/36018/43442/36583/37728/34377/32584/40995/31567/45269/33105/326237/40048/34420/32274/44920/33918/41079/34984/39251/40717/42743/41432/42805/44573/36797/41646/41566/50246/32989/117332/37378/37894/3772232/43580/34996/33346/31335/33629/32047/41071/33202/39845/318681/33738/43856/42866/39077/44030/42828/3772082/39078/35701/36878/38456/40388/44437/36826/42435/37387/41020/39999/40904/42109/39075/36001/42641/37237/35100/44160/44702/42453/32751/48582/246552/39679/34487/39518/38912/32268/42816/31248/46058/44118/37888",145,"CycA, alphaTub84B, Dhc64C, eEF1alpha1, betaTub56D, mr, alphaTub85E, Hsp83, CG5446, Vha16-1, rl, emb, Hsc70-4, bsk, Vha100-2, Nup154, TER94, Nup160, VhaPPA1-1, Dlic, Prosbeta4, p38c, VhaM9.7-b, Hph, CaMKII, MRP, Rpn9, CG4957, Vha68-2, Rpn6, Prosalpha2, ctp, Vha26, Cul2, Prosalpha6, Roc1a, Cul3, 14-3-3epsilon, Nup153, Cdc16, COX8, G9a, COX4, COX4L, Vha13, Gp210, ND-MLRQ, Vha55, Rpn2, Prosalpha5, Prosbeta7, Vha14-1, Prosbeta2, VhaSFD, Prosbeta6, VhaAC39-1, Rpn1, COX7A, eff, Hsc70-3, Spp, Prosalpha7, Vha100-1, Hsc70-5, levy, Utx, Prosalpha4, COX7AL, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, Cat, RpS27A, REG, Hsp70Ab, COX5B, Prosbeta3, Tpr2, Sod1, Rpn5, cnc, COX5A, Rpt5, MAPk-Ak2, mrj, Droj2, Arp1, COX7C, COX6B, Rheb, Prosalpha3, Rpn8, fabp, sima, Cyt-c-p, cpb, HIP-R, RpL40, Rpt3, RagA-B, Stip1, Rpn12, CG31321, Rpn11, nej, p38a, Hsp23, msn, Rpt2, kay, Hsp27, Rpt1, Sod2, Ubi-p63E, Rpn10, Sec13, Vha44, EloB, cpa, Mkk4, Eip75B, alphaTub84D, Prx3, Hsp26, dap, Rpn7, EloC, bsf, sw, Vha36-1, Cdk2, CG8188, Hsp70Bb, CG30344, CG7945, Ubc2, stv, ERR, Bap60, Nup98-96, sgg, Prosbeta1, vih, betaTub60D","OSNs","down","Reactome"
"R-DME-8953897","Cellular responses to external stimuli","145/1367","308/4391",8.9709668742869e-10,1.60642895190719e-08,1.08486111037888e-08,"39340/40848/38580/36271/37238/45906/41183/38389/34655/44307/3354888/34167/41840/44801/42216/34527/36040/34549/45247/32057/34999/2768679/40389/40633/43828/34686/42802/34374/45012/36638/41531/31405/40679/35420/34359/31014/34896/42186/32630/42753/40390/30971/35279/35491/42341/35512/317928/41550/43449/36951/40639/36731/39628/34997/39855/31342/40174/50002/41785/32133/33227/36018/43442/36583/37728/34377/32584/40995/31567/45269/33105/326237/40048/34420/32274/44920/33918/41079/34984/39251/40717/42743/41432/42805/44573/36797/41646/41566/50246/32989/117332/37378/37894/3772232/43580/34996/33346/31335/33629/32047/41071/33202/39845/318681/33738/43856/42866/39077/44030/42828/3772082/39078/35701/36878/38456/40388/44437/36826/42435/37387/41020/39999/40904/42109/39075/36001/42641/37237/35100/44160/44702/42453/32751/48582/246552/39679/34487/39518/38912/32268/42816/31248/46058/44118/37888",145,"CycA, alphaTub84B, Dhc64C, eEF1alpha1, betaTub56D, mr, alphaTub85E, Hsp83, CG5446, Vha16-1, rl, emb, Hsc70-4, bsk, Vha100-2, Nup154, TER94, Nup160, VhaPPA1-1, Dlic, Prosbeta4, p38c, VhaM9.7-b, Hph, CaMKII, MRP, Rpn9, CG4957, Vha68-2, Rpn6, Prosalpha2, ctp, Vha26, Cul2, Prosalpha6, Roc1a, Cul3, 14-3-3epsilon, Nup153, Cdc16, COX8, G9a, COX4, COX4L, Vha13, Gp210, ND-MLRQ, Vha55, Rpn2, Prosalpha5, Prosbeta7, Vha14-1, Prosbeta2, VhaSFD, Prosbeta6, VhaAC39-1, Rpn1, COX7A, eff, Hsc70-3, Spp, Prosalpha7, Vha100-1, Hsc70-5, levy, Utx, Prosalpha4, COX7AL, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, Cat, RpS27A, REG, Hsp70Ab, COX5B, Prosbeta3, Tpr2, Sod1, Rpn5, cnc, COX5A, Rpt5, MAPk-Ak2, mrj, Droj2, Arp1, COX7C, COX6B, Rheb, Prosalpha3, Rpn8, fabp, sima, Cyt-c-p, cpb, HIP-R, RpL40, Rpt3, RagA-B, Stip1, Rpn12, CG31321, Rpn11, nej, p38a, Hsp23, msn, Rpt2, kay, Hsp27, Rpt1, Sod2, Ubi-p63E, Rpn10, Sec13, Vha44, EloB, cpa, Mkk4, Eip75B, alphaTub84D, Prx3, Hsp26, dap, Rpn7, EloC, bsf, sw, Vha36-1, Cdk2, CG8188, Hsp70Bb, CG30344, CG7945, Ubc2, stv, ERR, Bap60, Nup98-96, sgg, Prosbeta1, vih, betaTub60D","OSNs","down","Reactome"
"R-DME-8953854","Metabolism of RNA","203/1367","464/4391",9.62779398886921e-10,1.68486394805211e-08,1.13783019868454e-08,"31022/34364/43349/47457/37070/41347/43009/2768951/40451/40240/39484/31588/43839/44251/41844/35539/39338/34167/41840/34309/34527/33835/31130/32910/317878/44250/34549/37043/34999/36059/3355144/41666/43723/44150/37292/32955/39108/40436/31700/42802/36774/37580/34329/43864/40654/45525/38794/36304/32700/43768/326153/47219/36638/41531/3355124/34352/40687/39480/38369/33214/38093/34432/38208/34541/34359/43532/31106/36855/32630/36144/3355114/39722/34658/39377/33781/37589/32953/35512/45959/47877/32635/43449/43594/36951/40639/37235/35098/39628/39855/40174/40781/37146/42761/36018/31326/32636/31613/38756/38721/37402/43103/47218/34754/40060/41670/37849/32584/31567/45269/33105/43862/2768940/33645/33654/38720/326237/36985/34526/3354918/34420/32274/44920/41079/53443/40717/50007/45329/42805/37995/44573/38033/42957/37628/44029/37378/37894/33629/32047/31000/39843/36851/36976/39845/34080/35788/38397/32222/38983/39088/36576/33738/41343/31009/41200/43039/42828/31483/34098/39774/35701/38456/44059/40388/43573/35988/44437/34138/31897/42994/34149/43944/33180/40987/39083/35453/36321/42641/33487/34287/44409/41431/38693/37372/33966/37430/48582/44173/32587/41138/35099/42060/41294/42633/42842/53444/32558/38937/32069/36527/42812/32245/42816/46058",203,"RpL22, me31B, RpL4, ytr, pAbp, RpL3, CG11920, CG33217, RpLP0, eRF1, RpS4, RpL7A, eIF4G1, RpL8, Set, Ars2, RpL10Ab, emb, Hsc70-4, RpS2, Nup154, eIF4A, Adar, Ulp1, Nxf3, Cpsf160, Nup160, Mapmodulin, Prosbeta4, 14-3-3zeta, RpL38, sqd, RpL6, RpS15Aa, RpS18, CG14207, RpS9, mub, RpS6, Rpn9, CG8414, RpS16, RpL13, RpL10, RpL35A, eIF4E1, RpL18, Prp8, RpS5a, RpS3A, tho2, RpS14b, Rpn6, Prosalpha2, RpL5, RpL7, RpL13A, RpS12, PAN3, RpLP1, Sf3b3, holn1, RpL23A, Ge-1, Prosalpha6, RpS8, sta, RpLP2, Nup153, CG12325, Spf45, DCP2, eRF3, yps, Hel25E, RpS24, RpS10b, Gp210, mts, tws, RpS19a, Rpn2, RpS7, Prosalpha5, Prosbeta7, RpL11, RpS26, Prosbeta2, Prosbeta6, Rpn1, SmD2, CG30122, RpS3, Prosalpha7, CG2875, SNRPG, RpL17, CG10077, Tnpo, mago, RpL27, RpS14a, RpL24, RpL26, B52, RpL39, Prosalpha4, Rpt4, Prosbeta5, Rpt6, HnRNP-K, Pp2A-29B, Dim1, RpL27A, Sf3b6, Ubi-p5E, RpL18A, RpL9, RpL15, RpS27A, REG, Hsp70Ab, Prosbeta3, SF2, Rpn5, Sf3b5, RpL12, Rpt5, RpL19, MAPk-Ak2, thoc7, CG5808, RpL23, Ref1, Prosalpha3, Rpn8, RpL40, Rpt3, elav, nxf2, RpS15, CG4866, Rpn12, SmE, Pabp2, RpL28, Tis11, RpL14, RpS17, RpS23, Rpn11, RpS25, RpL36, RpS29, RpS27, Rpt2, RpL35, RpL36A, l(3)72Dn, Rpt1, Ubi-p63E, RpL30, Rpn10, RpL32, RpL31, Sec13, Mettl14, RpS28b, Smg6, RpS13, sbr, CG3436, CG7483, Cpsf5, RpL21, RpS11, Rpn7, RpS21, CG4364, Cbp80, glo, CG6610, CG9344, nop5, RpL29, Hsp70Bb, hoip, caz, rump, ncm, Ns1, Rbp1, Nop56, LSm3, SC35, Rrp47, Cpsf6, l(1)10Bb, fl(2)d, CG10375, fne, Nup98-96, Prosbeta1","OSNs","down","Reactome"
"R-DME-195253","Degradation of beta-catenin by the destruction complex","45/1367","67/4391",1.07961192976473e-09,1.84733596870854e-08,1.24755156328369e-08,"43769/34999/42802/41602/36638/41531/31151/34359/31014/45959/43449/36951/40639/39628/39855/40174/36018/32221/31016/32584/31567/45269/33105/2768940/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/43162/35701/38456/40388/42641/31248/46058",45,"pan, Prosbeta4, Rpn9, CtBP, Rpn6, Prosalpha2, arm, Prosalpha6, Roc1a, mts, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, gro, Rpt1, Ubi-p63E, Rpn10, Rpn7, sgg, Prosbeta1","OSNs","down","Reactome"
"R-DME-9707587","Regulation of HMOX1 expression and activity","38/1367","53/4391",1.21213801449979e-09,2.02901363296704e-08,1.3702429729128e-08,"34999/42802/36638/41531/34359/31014/34896/43449/36951/40639/39628/39855/40174/33227/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42743/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",38,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Spp, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, cnc, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-5610785","GLI3 is processed to GLI3R by the proteasome","41/1367","60/4391",2.73697452966126e-09,4.19951004965115e-08,2.83603276080337e-08,"43767/34999/42802/34284/36638/41531/34359/31014/43449/36951/40639/39628/39855/40174/36018/32221/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/31248/46058",41,"ci, Prosbeta4, Rpn9, Pka-C1, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, CkIalpha, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, sgg, Prosbeta1","OSNs","down","Reactome"
"R-DME-4641258","Degradation of DVL","36/1367","50/4391",2.78149366924946e-09,4.19951004965115e-08,2.83603276080337e-08,"34999/42802/36638/41531/34359/31014/34896/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-5607761","Dectin-1 mediated noncanonical NF-kB signaling","36/1367","50/4391",2.78149366924946e-09,4.19951004965115e-08,2.83603276080337e-08,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44432/42641/41087/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, IKKbeta, Rpn7, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-5668541","TNFR2 non-canonical NF-kB pathway","36/1367","50/4391",2.78149366924946e-09,4.19951004965115e-08,2.83603276080337e-08,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44432/42641/41087/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, IKKbeta, Rpn7, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-5676590","NIK-->noncanonical NF-kB signaling","36/1367","50/4391",2.78149366924946e-09,4.19951004965115e-08,2.83603276080337e-08,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44432/42641/41087/46058",36,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, IKKbeta, Rpn7, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-5358346","Hedgehog ligand biogenesis","39/1367","56/4391",2.86216985581536e-09,4.23821305572659e-08,2.86216985581536e-08,"39651/36040/34999/42802/36638/41531/39013/34359/43449/36951/40639/39628/39855/40174/36018/32584/34619/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058/42806",39,"Pdi, TER94, Prosbeta4, Rpn9, Rpn6, Prosalpha2, dally, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, CG6766, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1, Hrd3","OSNs","down","Reactome"
"R-DME-9711123","Cellular response to chemical stress","61/1367","104/4391",4.11221477407459e-09,5.97434976610836e-08,4.03462581607318e-08,"34999/34686/42802/34374/36638/41531/34359/31014/34896/40390/35279/35491/317928/43449/36951/40639/39628/39855/40174/50002/33227/36018/37728/32584/40995/31567/45269/33105/326237/40048/34420/32274/33918/41079/39251/40717/42743/41432/42805/50246/32989/37378/37894/3772232/34996/33629/32047/39845/33738/43856/42828/35701/36878/38456/40388/39999/42109/42641/35100/32268/46058",61,"Prosbeta4, MRP, Rpn9, CG4957, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cul3, COX8, COX4, COX4L, ND-MLRQ, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, COX7A, Spp, Prosalpha7, levy, Prosalpha4, COX7AL, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, Cat, RpS27A, REG, COX5B, Prosbeta3, Sod1, Rpn5, cnc, COX5A, Rpt5, COX7C, COX6B, Prosalpha3, Rpn8, fabp, Cyt-c-p, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, Rpt1, Sod2, Ubi-p63E, Rpn10, Eip75B, Prx3, Rpn7, bsf, Bap60, Prosbeta1","OSNs","down","Reactome"
"R-DME-209406","Degradation of NF-kappa-B inhibitor, CACT","31/1367","41/4391",5.11206958000246e-09,7.28943254926277e-08,4.922733669632e-08,"34387/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/33105/43256/41079/40717/42805/34969/37894/32047/39102/39845/33738/42828/35701/40388/50428/42641/43222",31,"Usp14, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt6, spz, Prosbeta3, Rpn5, Rpt5, cact, Rpn8, Rpt3, Uch-L5, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Sem1, Rpn7, Tl","OSNs","down","Reactome"
"R-DME-8878166","Transcriptional regulation by RUNX2","42/1367","63/4391",5.55789711414246e-09,7.78105595979944e-08,5.25473908973469e-08,"34999/42802/36638/41531/34359/31014/34433/36854/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/32551/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/34411/38912/46058",42,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, STUB1, Cdk4, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, CycD, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Cdk1, ERR, Prosbeta1","OSNs","down","Reactome"
"R-DME-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","41/1367","61/4391",5.86697268605893e-09,8.04265476108726e-08,5.43140321527971e-08,"37070/43839/41840/34999/41666/32955/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/44920/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/48582/46058",41,"pAbp, eIF4G1, Hsc70-4, Prosbeta4, sqd, CG14207, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Hsp70Ab, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Hsp70Bb, Prosbeta1","OSNs","down","Reactome"
"R-DME-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","62/1367","107/4391",5.95365352444122e-09,8.04265476108726e-08,5.43140321527971e-08,"43829/3355155/37617/43507/43798/41800/43693/34374/39846/36252/41845/5740185/44390/31578/38612/39143/40390/35279/35491/317928/5740593/31950/33852/32740/31762/50002/40272/37728/42759/40995/46260/33918/41432/42291/44228/50246/32989/34996/33744/37385/37946/33443/44046/37931/44207/39950/45401/46069/33528/42591/41745/36159/38154/39214/35100/32565/37466/31604/32936/32434/42282/34747",62,"ATPsynbeta, ND-AGGG, blw, ATPsyngamma, ND-49, UQCR-C1, ATPsynC, CG4957, UQCR-C2, wal, ATPsynO, UQCR-11, RFeSP, ND-B16.6, Cyt-c1, ATPsynB, COX8, COX4, COX4L, ND-MLRQ, ND-MWFE, ATPsyndelta, ND-51, ND-24, ND-75, COX7A, ND-39, levy, ATPsynCF6, COX7AL, ND-SGDH, COX5B, COX5A, ATPsynD, ND-PDSW, COX7C, COX6B, Cyt-c-p, ND-13A, ND-B14.7, ND-19, ND-B17.2, sun, ATPsynF, ND-23, UQCR-Q, ox, ATPsynG, ND-B14.5B, ND-42, ATPsynE, ND-B14, ND-ACP, ND-13B, bsf, ND-20, ND-B12, ND-ASHI, ND-18, ND-B18, NP15.6, ND-B22","OSNs","down","Reactome"
