Geneid,transcript_id,transcript_symbol,gene_symbol,rGAL4_lnRi_0.7_1,rGAL4_lnRi_0.7_2,rGAL4_lnRi_0.7_3,log2FoldChange,padj,DA
FBgn0035088,FBtr0343504;FBtr0343505;FBtr0072395;FBtr0343504;FBtr0343504;FBtr0343505;FBtr0072395;FBtr0343504;FBtr0072395;FBtr0343505,CG3776-RB;CG3776-RC;CG3776-RA;CG3776-RB;CG3776-RB;CG3776-RC;CG3776-RA;CG3776-RB;CG3776-RA;CG3776-RC,CG3776,55,56,45,0.069516171,0.933466419,0
FBgn0263773,FBtr0310561;FBtr0310560;FBtr0310561;FBtr0310559;FBtr0310558;FBtr0310560;FBtr0310559;FBtr0310558,fok-RE;fok-RD;fok-RE;fok-RC;fok-RA;fok-RD;fok-RC;fok-RA,fok,274,214,144,0.061661548,0.933466419,0
FBgn0051223,FBtr0475019,CG31223-RB,CG31223,28,18,15,-0.099133361,0.93351622,0
FBgn0025820,FBtr0332877;FBtr0332876;FBtr0072788;FBtr0332877;FBtr0332876,JTBR-RC;JTBR-RB;JTBR-RA;JTBR-RC;JTBR-RB,JTBR,44,37,23,0.081440316,0.93364474,0
FBgn0031008,FBtr0074688,CG8010-RA,CG8010,88,64,53,0.061949791,0.93364474,0
FBgn0035762,FBtr0076838,Rint1-RA,Rint1,140,83,53,-0.059718635,0.93364474,0
FBgn0051643,FBtr0343119;FBtr0079182;FBtr0343119;FBtr0079182;FBtr0343119;FBtr0079182;FBtr0343119;FBtr0079182;FBtr0343119;FBtr0079182,CG31643-RB;CG31643-RA;CG31643-RB;CG31643-RA;CG31643-RB;CG31643-RA;CG31643-RB;CG31643-RA;CG31643-RB;CG31643-RA,CG31643,39,22,17,0.097396192,0.933693678,0
FBgn0033971,FBtr0329883;FBtr0087462;FBtr0329883;FBtr0087462;FBtr0329883;FBtr0087462,CG10209-RB;CG10209-RA;CG10209-RB;CG10209-RA;CG10209-RB;CG10209-RA,CG10209,36,34,14,0.089820902,0.933693678,0
FBgn0031247,FBtr0078130,CG11562-RA,CG11562,36,20,23,0.09423617,0.934045933,0
FBgn0037342,FBtr0078753,CG2931-RA,CG2931,18,23,11,0.106611799,0.934045933,0
FBgn0031773,FBtr0079215,Fbw5-RA,Fbw5,56,51,37,0.071640034,0.934045933,0
FBgn0041627,FBtr0080763,Ku80-RA,Ku80,34,24,20,-0.087228493,0.934045933,0
FBgn0027070,FBtr0081105;FBtr0081106;FBtr0081107;FBtr0081108;FBtr0081106;FBtr0081108;FBtr0081107;FBtr0081105;FBtr0081106;FBtr0081105;FBtr0081108;FBtr0081107;FBtr0081106;FBtr0081108;FBtr0081105;FBtr0081107,Ugt36E1-RA;Ugt36E1-RB;Ugt36E1-RC;Ugt36E1-RD;Ugt36E1-RB;Ugt36E1-RD;Ugt36E1-RC;Ugt36E1-RA;Ugt36E1-RB;Ugt36E1-RA;Ugt36E1-RD;Ugt36E1-RC;Ugt36E1-RB;Ugt36E1-RD;Ugt36E1-RA;Ugt36E1-RC,Ugt36E1,45,45,38,0.082670757,0.934045933,0
FBgn0037901,FBtr0308211;FBtr0082402;FBtr0308211;FBtr0082402;FBtr0308211;FBtr0082402,Exd2-RB;Exd2-RA;Exd2-RB;Exd2-RA;Exd2-RB;Exd2-RA,Exd2,248,209,147,0.047481424,0.934045933,0
FBgn0039273,FBtr0113285,shams-RB,shams,19,10,17,-0.10910294,0.934045933,0
FBgn0003357,FBtr0085502;FBtr0346340,Jon99Ciii-RA;Jon99Ciii-RB,Jon99Ciii,163,59,165,-0.076244176,0.934045933,0
FBgn0034073,FBtr0087255,CG8414-RA,CG8414,29,21,21,-0.088216694,0.934045933,0
FBgn0039544,FBtr0100446,CG12877-RC,CG12877,45,39,40,-0.072424745,0.934045933,0
FBgn0082954,FBtr0113580,snoRNA:Psi28S-3571-RA,snoRNA:Psi28S-3571,7,10,23,0.131701888,0.934045933,0
FBgn0085220,FBtr0112384;FBtr0340071;FBtr0112384;FBtr0340071,Ufm1-RA;Ufm1-RB;Ufm1-RA;Ufm1-RB,Ufm1,159,104,68,0.059338948,0.934045933,0
FBgn0262871,FBtr0306210;FBtr0306209;FBtr0306210;FBtr0306209;FBtr0083435;FBtr0330037;FBtr0306210;FBtr0083435;FBtr0306209;FBtr0330037;FBtr0306210;FBtr0083435;FBtr0306209;FBtr0330037;FBtr0306210;FBtr0306209;FBtr0083435;FBtr0330037;FBtr0306210;FBtr0306209;FBtr0083435;FBtr0330037,lute-RC;lute-RB;lute-RC;lute-RB;lute-RA;lute-RD;lute-RC;lute-RA;lute-RB;lute-RD;lute-RC;lute-RA;lute-RB;lute-RD;lute-RC;lute-RB;lute-RA;lute-RD;lute-RC;lute-RB;lute-RA;lute-RD,lute,169,116,96,-0.058862669,0.934045933,0
FBgn0034744,FBtr0308602;FBtr0308602;FBtr0071856;FBtr0308602;FBtr0071856;FBtr0308602;FBtr0071856,Vps20-RC;Vps20-RC;Vps20-RA;Vps20-RC;Vps20-RA;Vps20-RC;Vps20-RA,Vps20,179,128,106,0.05177887,0.934045933,0
FBgn0035268,FBtr0300292;FBtr0072774;FBtr0334073;FBtr0334074;FBtr0334073;FBtr0334074;FBtr0300292;FBtr0072774;FBtr0334073;FBtr0072774;FBtr0334074;FBtr0300292;FBtr0334074;FBtr0334073;FBtr0072774;FBtr0300292;FBtr0334074;FBtr0334073;FBtr0072774;FBtr0300292;FBtr0334074;FBtr0334073;FBtr0072774;FBtr0300292,CG8001-RB;CG8001-RA;CG8001-RC;CG8001-RD;CG8001-RC;CG8001-RD;CG8001-RB;CG8001-RA;CG8001-RC;CG8001-RA;CG8001-RD;CG8001-RB;CG8001-RD;CG8001-RC;CG8001-RA;CG8001-RB;CG8001-RD;CG8001-RC;CG8001-RA;CG8001-RB;CG8001-RD;CG8001-RC;CG8001-RA;CG8001-RB,CG8001,63,49,47,0.070675812,0.934045933,0
FBgn0035335,FBtr0289966;FBtr0331415;FBtr0331416;FBtr0072900;FBtr0331416;FBtr0331415;FBtr0289966;FBtr0072900;FBtr0289966;FBtr0331416;FBtr0331415,mRpL23-RB;mRpL23-RC;mRpL23-RD;mRpL23-RA;mRpL23-RD;mRpL23-RC;mRpL23-RB;mRpL23-RA;mRpL23-RB;mRpL23-RD;mRpL23-RC,mRpL23,26,11,11,-0.114992111,0.934045933,0
FBgn0024194,FBtr0073029,rasp-RA,rasp,96,40,49,-0.068677441,0.934045933,0
FBgn0030743,FBtr0333302;FBtr0333303;FBtr0333302;FBtr0333303;FBtr0333303,CG9921-RB;CG9921-RC;CG9921-RB;CG9921-RC;CG9921-RC,CG9921,41,22,12,-0.09550945,0.934045933,0
FBgn0030769,FBtr0335281;FBtr0335280;FBtr0290216;FBtr0335279;FBtr0335281;FBtr0335280;FBtr0335279;FBtr0290216;FBtr0335281;FBtr0335279;FBtr0290216;FBtr0335280;FBtr0335280;FBtr0290216;FBtr0335279;FBtr0335281,CG13012-RE;CG13012-RD;CG13012-RB;CG13012-RC;CG13012-RE;CG13012-RD;CG13012-RC;CG13012-RB;CG13012-RE;CG13012-RC;CG13012-RB;CG13012-RD;CG13012-RD;CG13012-RB;CG13012-RC;CG13012-RE,CG13012,62,47,31,-0.072370052,0.934045933,0
FBgn0036771,FBtr0075144,Wdr92-RA,Wdr92,24,12,11,-0.109707341,0.934045933,0
FBgn0036334,FBtr0075875,CG11267-RA,CG11267,163,72,61,0.061596842,0.934045933,0
FBgn0036272,FBtr0346392;FBtr0346393;FBtr0076009;FBtr0076010;FBtr0346392;FBtr0346393;FBtr0076009;FBtr0076010;FBtr0346392;FBtr0076010;FBtr0346393;FBtr0076009;FBtr0346392;FBtr0346393;FBtr0076010;FBtr0076009,Sms-RC;Sms-RD;Sms-RA;Sms-RB;Sms-RC;Sms-RD;Sms-RA;Sms-RB;Sms-RC;Sms-RB;Sms-RD;Sms-RA;Sms-RC;Sms-RD;Sms-RB;Sms-RA,Sms,66,41,40,0.069225864,0.934045933,0
FBgn0036107,FBtr0076270,galla-2-RA,galla-2,56,45,20,0.077914605,0.934045933,0
FBgn0031604,FBtr0077439,Elp3-RA,Elp3,50,37,29,0.07422485,0.934045933,0
FBgn0027339,FBtr0304985;FBtr0078582;FBtr0333213;FBtr0333211;FBtr0333212;FBtr0330076;FBtr0100184;FBtr0304985;FBtr0333211;FBtr0333213;FBtr0333212;FBtr0330076;FBtr0100184;FBtr0078582;FBtr0304985;FBtr0333213;FBtr0333212;FBtr0333211;FBtr0330076;FBtr0100184;FBtr0078582;FBtr0304985;FBtr0333212;FBtr0330076;FBtr0100184;FBtr0078582;FBtr0333213;FBtr0333211;FBtr0333213;FBtr0304985;FBtr0333212;FBtr0333211;FBtr0330076;FBtr0100184;FBtr0078582;FBtr0304985;FBtr0333212;FBtr0333211;FBtr0333213;FBtr0330076;FBtr0078582;FBtr0330076;FBtr0078582,jim-RE;jim-RC;jim-RI;jim-RG;jim-RH;jim-RF;jim-RD;jim-RE;jim-RG;jim-RI;jim-RH;jim-RF;jim-RD;jim-RC;jim-RE;jim-RI;jim-RH;jim-RG;jim-RF;jim-RD;jim-RC;jim-RE;jim-RH;jim-RF;jim-RD;jim-RC;jim-RI;jim-RG;jim-RI;jim-RE;jim-RH;jim-RG;jim-RF;jim-RD;jim-RC;jim-RE;jim-RH;jim-RG;jim-RI;jim-RF;jim-RC;jim-RF;jim-RC,jim,1181,597,646,-0.056457603,0.934139952,0
FBgn0000317,FBtr0343687;FBtr0080724;FBtr0080723;FBtr0343686;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723;FBtr0343687;FBtr0343686;FBtr0080724;FBtr0080723,ck-RD;ck-RB;ck-RA;ck-RC;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA;ck-RD;ck-RC;ck-RB;ck-RA,ck,197,176,94,0.054233073,0.934262948,0
FBgn0032744,FBtr0081178,Ttc19-RA,Ttc19,17,17,9,0.112960721,0.934551463,0
FBgn0037537,FBtr0081822,CG2767-RA,CG2767,862,724,403,0.04692935,0.934551463,0
FBgn0038165,FBtr0334494;FBtr0334492;FBtr0334493;FBtr0301654;FBtr0334494;FBtr0301654;FBtr0334494;FBtr0334493;FBtr0334492;FBtr0301654;FBtr0334494;FBtr0334493;FBtr0334492;FBtr0301654;FBtr0334494;FBtr0334493;FBtr0301654;FBtr0334492;FBtr0334494;FBtr0334493;FBtr0334492;FBtr0301654;FBtr0334494;FBtr0334493;FBtr0334492;FBtr0301654;FBtr0334494;FBtr0334493;FBtr0334492;FBtr0301654;FBtr0334494;FBtr0334493;FBtr0334492;FBtr0301654,Task6-RF;Task6-RD;Task6-RE;Task6-RC;Task6-RF;Task6-RC;Task6-RF;Task6-RE;Task6-RD;Task6-RC;Task6-RF;Task6-RE;Task6-RD;Task6-RC;Task6-RF;Task6-RE;Task6-RC;Task6-RD;Task6-RF;Task6-RE;Task6-RD;Task6-RC;Task6-RF;Task6-RE;Task6-RD;Task6-RC;Task6-RF;Task6-RE;Task6-RD;Task6-RC;Task6-RF;Task6-RE;Task6-RD;Task6-RC,Task6,37,14,20,-0.10428332,0.93480321,0
FBgn0036514,FBtr0075564,CG12301-RA,CG12301,21,20,16,-0.096723859,0.934866411,0
FBgn0025837,FBtr0307095;FBtr0112921;FBtr0307094;FBtr0112921;FBtr0307094;FBtr0307095;FBtr0307094;FBtr0307095;FBtr0112921;FBtr0307095;FBtr0307094,CG17636-RC;CG17636-RA;CG17636-RB;CG17636-RA;CG17636-RB;CG17636-RC;CG17636-RB;CG17636-RC;CG17636-RA;CG17636-RC;CG17636-RB,CG17636,24,10,35,-0.101718377,0.935458063,0
FBgn0026375,FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333661;FBtr0333660;FBtr0333661;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0333662;FBtr0333661;FBtr0333660;FBtr0333659;FBtr0074483;FBtr0074482;FBtr0074481;FBtr0074483;FBtr0333659;FBtr0333660;FBtr0074482;FBtr0333662;FBtr0333661;FBtr0074481,RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RF;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RE;RhoGAPp190-RD;RhoGAPp190-RA;RhoGAPp190-RC;RhoGAPp190-RB;RhoGAPp190-RA;RhoGAPp190-RD;RhoGAPp190-RE;RhoGAPp190-RC;RhoGAPp190-RG;RhoGAPp190-RF;RhoGAPp190-RB,RhoGAPp190,379,269,250,-0.048418024,0.935458063,0
FBgn0011763,FBtr0087740;FBtr0333149;FBtr0087741;FBtr0333149;FBtr0087740;FBtr0333149;FBtr0087741;FBtr0087740;FBtr0087740;FBtr0087741;FBtr0333149;FBtr0087741;FBtr0333149;FBtr0087740;FBtr0333149;FBtr0087741;FBtr0087740;FBtr0333149;FBtr0087741;FBtr0087740;FBtr0333149;FBtr0087741;FBtr0087740;FBtr0333149;FBtr0087741;FBtr0087740,Dp-RA;Dp-RC;Dp-RB;Dp-RC;Dp-RA;Dp-RC;Dp-RB;Dp-RA;Dp-RA;Dp-RB;Dp-RC;Dp-RB;Dp-RC;Dp-RA;Dp-RC;Dp-RB;Dp-RA;Dp-RC;Dp-RB;Dp-RA;Dp-RC;Dp-RB;Dp-RA;Dp-RC;Dp-RB;Dp-RA,Dp,260,223,141,0.047488818,0.935549096,0
FBgn0263740,FBtr0337054;FBtr0310386;FBtr0310387;FBtr0337054;FBtr0310387;FBtr0310386;FBtr0310387;FBtr0310386;FBtr0337054;FBtr0337054;FBtr0310387;FBtr0310386;FBtr0310387;FBtr0337054;FBtr0310386,eIF2gamma-RD;eIF2gamma-RB;eIF2gamma-RC;eIF2gamma-RD;eIF2gamma-RC;eIF2gamma-RB;eIF2gamma-RC;eIF2gamma-RB;eIF2gamma-RD;eIF2gamma-RD;eIF2gamma-RC;eIF2gamma-RB;eIF2gamma-RC;eIF2gamma-RD;eIF2gamma-RB,eIF2gamma,686,430,349,0.041291268,0.935549096,0
FBgn0021796,FBtr0336615;FBtr0080422;FBtr0336615;FBtr0080422;FBtr0336615;FBtr0080422;FBtr0336615;FBtr0080422;FBtr0336615;FBtr0080422;FBtr0336615;FBtr0080422;FBtr0080422;FBtr0336615,mTor-RB;mTor-RA;mTor-RB;mTor-RA;mTor-RB;mTor-RA;mTor-RB;mTor-RA;mTor-RB;mTor-RA;mTor-RB;mTor-RA;mTor-RA;mTor-RB,mTor,357,357,287,-0.0437432,0.935563778,0
FBgn0035023,FBtr0343483;FBtr0290218;FBtr0290219;FBtr0300186;FBtr0300187;FBtr0300187;FBtr0290219;FBtr0343483;FBtr0300187;FBtr0300186;FBtr0290218;FBtr0290218;FBtr0290219;FBtr0343483;FBtr0300187;FBtr0290219;FBtr0300186,ITP-RG;ITP-RC;ITP-RD;ITP-RE;ITP-RF;ITP-RF;ITP-RD;ITP-RG;ITP-RF;ITP-RE;ITP-RC;ITP-RC;ITP-RD;ITP-RG;ITP-RF;ITP-RD;ITP-RE,ITP,68,27,37,-0.075416558,0.935563778,0
FBgn0036581,FBtr0333560;FBtr0301481;FBtr0333560;FBtr0301481,MED10-RC;MED10-RB;MED10-RC;MED10-RB,MED10,82,48,40,0.068522739,0.935563778,0
FBgn0039554,FBtr0085272,CG5003-RA,CG5003,133,80,58,0.057211281,0.935608004,0
FBgn0023167,FBtr0087986,SmD3-RA,SmD3,25,25,15,-0.090188277,0.935771654,0
FBgn0031814,FBtr0339788;FBtr0329951;FBtr0079272;FBtr0329951;FBtr0339788;FBtr0079272;FBtr0329951;FBtr0339788;FBtr0079272;FBtr0339788;FBtr0329951;FBtr0079272;FBtr0329951;FBtr0339788;FBtr0079272;FBtr0329951;FBtr0079272;FBtr0339788,retm-RC;retm-RB;retm-RA;retm-RB;retm-RC;retm-RA;retm-RB;retm-RC;retm-RA;retm-RC;retm-RB;retm-RA;retm-RB;retm-RC;retm-RA;retm-RB;retm-RA;retm-RC,retm,327,239,190,0.042334867,0.935830688,0
FBgn0283500,FBtr0303217;FBtr0072652;FBtr0072652;FBtr0303217,Sac1-RB;Sac1-RA;Sac1-RA;Sac1-RB,Sac1,383,308,235,-0.041255017,0.935830688,0
FBgn0024734,FBtr0332357;FBtr0332358;FBtr0080856;FBtr0080857;FBtr0332358;FBtr0332357;FBtr0080856;FBtr0080857;FBtr0332358;FBtr0080856;FBtr0332357;FBtr0080857;FBtr0332358;FBtr0332357;FBtr0080856;FBtr0080857;FBtr0332358;FBtr0332357;FBtr0080857;FBtr0080856;FBtr0332357;FBtr0080857;FBtr0332358;FBtr0080856,PRL-1-RC;PRL-1-RD;PRL-1-RB;PRL-1-RA;PRL-1-RD;PRL-1-RC;PRL-1-RB;PRL-1-RA;PRL-1-RD;PRL-1-RB;PRL-1-RC;PRL-1-RA;PRL-1-RD;PRL-1-RC;PRL-1-RB;PRL-1-RA;PRL-1-RD;PRL-1-RC;PRL-1-RA;PRL-1-RB;PRL-1-RC;PRL-1-RA;PRL-1-RD;PRL-1-RB,PRL-1,44,30,35,0.080705283,0.935894606,0
FBgn0031195,FBtr0333714;FBtr0077358;FBtr0333714;FBtr0333714;FBtr0077358;FBtr0333714;FBtr0077358;FBtr0333714;FBtr0077358;FBtr0333713;FBtr0077359;FBtr0333714;FBtr0333713;FBtr0077358;FBtr0077359;FBtr0333714;FBtr0333713;FBtr0077358;FBtr0077359;FBtr0333714;FBtr0077359;FBtr0333713;FBtr0077358,CG17600-RD;CG17600-RA;CG17600-RD;CG17600-RD;CG17600-RA;CG17600-RD;CG17600-RA;CG17600-RD;CG17600-RA;CG17600-RC;CG17600-RB;CG17600-RD;CG17600-RC;CG17600-RA;CG17600-RB;CG17600-RD;CG17600-RC;CG17600-RA;CG17600-RB;CG17600-RD;CG17600-RB;CG17600-RC;CG17600-RA,CG17600,39,22,29,0.08281039,0.936164659,0
FBgn0046113,FBtr0336969,GluRIIC-RD,GluRIIC,21,11,13,-0.104788966,0.936164659,0
FBgn0032790,FBtr0081285,CG10194-RA,CG10194,33,31,27,-0.078163239,0.936371015,0
FBgn0002906,FBtr0082434,Blm-RA,Blm,30,20,16,-0.088417076,0.93639865,0
FBgn0039638,FBtr0085414,dgt6-RA,dgt6,13,13,9,0.11927536,0.936842697,0
FBgn0038223,FBtr0310001;FBtr0474641;FBtr0310000;FBtr0273391;FBtr0474641;FBtr0474641;FBtr0310001;FBtr0310000;FBtr0273391;FBtr0474641;FBtr0273391;FBtr0310001;FBtr0310000;FBtr0273391;FBtr0310001;FBtr0474641;FBtr0310000,Afti-RD;Afti-RE;Afti-RC;Afti-RB;Afti-RE;Afti-RE;Afti-RD;Afti-RC;Afti-RB;Afti-RE;Afti-RB;Afti-RD;Afti-RC;Afti-RB;Afti-RD;Afti-RE;Afti-RC,Afti,87,74,47,0.064128552,0.937356712,0
FBgn0263864,FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968;FBtr0086967;FBtr0086968,Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB;Dark-RA;Dark-RB,Dark,109,65,56,0.058084162,0.937356712,0
FBgn0035590,FBtr0077180,Tcs5-RA,Tcs5,27,13,19,0.099268789,0.937576879,0
FBgn0035141,FBtr0072564,Cypl-RA,Cypl,40,18,15,-0.089276205,0.937619224,0
FBgn0039301,FBtr0332158;FBtr0084812;FBtr0332158;FBtr0084812;FBtr0332158;FBtr0332158;FBtr0084812,Nup37-RB;Nup37-RA;Nup37-RB;Nup37-RA;Nup37-RB;Nup37-RB;Nup37-RA,Nup37,15,18,12,-0.108110067,0.93763406,0
FBgn0050115,FBtr0310055;FBtr0300421;FBtr0340387;FBtr0310055;FBtr0310055;FBtr0340387;FBtr0300421;FBtr0310055;FBtr0340387;FBtr0300421;FBtr0310055;FBtr0340387;FBtr0300421;FBtr0310055;FBtr0340387;FBtr0300421;FBtr0310055;FBtr0340387;FBtr0300421;FBtr0310055;FBtr0340387;FBtr0300421;FBtr0340387;FBtr0310055;FBtr0300421,GEFmeso-RF;GEFmeso-RE;GEFmeso-RG;GEFmeso-RF;GEFmeso-RF;GEFmeso-RG;GEFmeso-RE;GEFmeso-RF;GEFmeso-RG;GEFmeso-RE;GEFmeso-RF;GEFmeso-RG;GEFmeso-RE;GEFmeso-RF;GEFmeso-RG;GEFmeso-RE;GEFmeso-RF;GEFmeso-RG;GEFmeso-RE;GEFmeso-RF;GEFmeso-RG;GEFmeso-RE;GEFmeso-RG;GEFmeso-RF;GEFmeso-RE,GEFmeso,204,173,133,-0.04593084,0.93763406,0
FBgn0260856,FBtr0077145,Membrin-RA,Membrin,44,38,31,-0.071069152,0.93763406,0
FBgn0036805,FBtr0345383;FBtr0075092;FBtr0075092;FBtr0345383,Chmp1-RB;Chmp1-RA;Chmp1-RA;Chmp1-RB,Chmp1,243,153,117,-0.048001347,0.93763406,0
FBgn0031239,FBtr0308252;FBtr0078142,CG17075-RB;CG17075-RA,CG17075,14,11,12,-0.114582882,0.937801379,0
FBgn0037262,FBtr0305312;FBtr0345249;FBtr0078856;FBtr0078857;FBtr0336456;FBtr0078857;FBtr0305312;FBtr0305312;FBtr0345249;FBtr0336456;FBtr0078856;FBtr0078857;FBtr0305312;FBtr0345249;FBtr0336456;FBtr0078856;FBtr0078857,MED31-RC;MED31-RE;MED31-RA;MED31-RB;MED31-RD;MED31-RB;MED31-RC;MED31-RC;MED31-RE;MED31-RD;MED31-RA;MED31-RB;MED31-RC;MED31-RE;MED31-RD;MED31-RA;MED31-RB,MED31,62,50,33,0.06583305,0.937879973,0
FBgn0001215,FBtr0085299;FBtr0085298;FBtr0085303;FBtr0085301;FBtr0085300;FBtr0085302;FBtr0085301;FBtr0085300;FBtr0085298;FBtr0085303;FBtr0085299;FBtr0085302;FBtr0085301;FBtr0085303;FBtr0085299;FBtr0085300;FBtr0085298;FBtr0085302;FBtr0085301;FBtr0085303;FBtr0085298;FBtr0085299;FBtr0085300;FBtr0085302;FBtr0085301;FBtr0085303;FBtr0085299;FBtr0085298;FBtr0085302;FBtr0085300;FBtr0085301;FBtr0085299;FBtr0085298;FBtr0085302;FBtr0085303;FBtr0085300,Hrb98DE-RE;Hrb98DE-RA;Hrb98DE-RF;Hrb98DE-RC;Hrb98DE-RB;Hrb98DE-RD;Hrb98DE-RC;Hrb98DE-RB;Hrb98DE-RA;Hrb98DE-RF;Hrb98DE-RE;Hrb98DE-RD;Hrb98DE-RC;Hrb98DE-RF;Hrb98DE-RE;Hrb98DE-RB;Hrb98DE-RA;Hrb98DE-RD;Hrb98DE-RC;Hrb98DE-RF;Hrb98DE-RA;Hrb98DE-RE;Hrb98DE-RB;Hrb98DE-RD;Hrb98DE-RC;Hrb98DE-RF;Hrb98DE-RE;Hrb98DE-RA;Hrb98DE-RD;Hrb98DE-RB;Hrb98DE-RC;Hrb98DE-RE;Hrb98DE-RA;Hrb98DE-RD;Hrb98DE-RF;Hrb98DE-RB,Hrb98DE,326,283,224,-0.049764411,0.937879973,0
