GO.ID,raw.pval,adj.pval,Term,Ontology,Genes,Regulation,Dataset
GO:0046716,2.05E-06,0.001228492,muscle cell cellular homeostasis,BP,"Cam, capt, chif, Dg, Dys, Fhos, Fkbp14, Gyf, Itgbn, l(2)k09848, Lis-1, mbl, N, Pgk, Rack1, sesB, TER94, tn, uif, up, wupA",Downregulated,OSNs
GO:0046718,7.60E-07,0.000620949,viral entry into host cell,BP,"AP-1-2beta, lt, Mvl, Rab1, Rab10, Rab11, Rab14, Rab2, Rab35, Rab5, Rab7, Rab8, Sar1, sau, Sec10, Sec61alpha, shi, shrb, TER94, TSG101, Vps11, Vps4, Vps60",Downregulated,OSNs
GO:0034446,7.24E-06,0.00311072,substrate adhesion-dependent cell spreading,BP,"Fhos, if, Ilk, LanA, LanB1, LanB2, mew, mys, parvin, stck, Tig",Downregulated,OSNs
GO:0046843,3.66E-05,0.011317984,dorsal appendage formation,BP,"aub, br, bsk, bun, cact, Cad74A, Cdc42, Cf2, cni, ed, Egfr, emc, gus, jvl, Khc, Klc, Lis-1, mask, N, Pax, Rac1, Rac2, RanBPM, rl, shi, slmb, spoon, squ, Syp",Downregulated,OSNs
GO:0045451,8.97E-05,0.021474037,pole plasm oskar mRNA localization,BP,"aub, bic, CG7483, Chc, chic, cnc, DCP2, egl, Ge-1, glo, Hrb27C, Khc, klar, lost, mago, par-1, Pat1, Pka-C1, Rab11, Rab6, rump, sqd, Syx1A, TER94, Tm1",Downregulated,OSNs
GO:0045454,0.000338198,0.049338586,cell redox homeostasis,BP,"CaBP1, CG10029, CG12206, CG12896, CG18132, CG5554, CG9302, ERp60, Grx1, l(3)80Fg, Pdi, prtp, Prx3, Qsox2, Qsox3, Qsox4, SelG, SelT, Txl",Downregulated,OSNs
GO:0061343,7.24E-06,0.00311072,cell adhesion involved in heart morphogenesis,BP,"Cont, cora, Galphao, Gbeta13F, Ggamma1, Gli, Lac, Nrg, nrv2, Nrx-IV, sinu",Downregulated,OSNs
GO:0090303,6.31E-08,0.00012197,positive regulation of wound healing,BP,"Cad96Ca, Cdc42, dia, Egfr, holn1, InR, Mtl, Pkn, Rac1, Rac2, Rho1, rl, Rok",Downregulated,OSNs
GO:0046627,0.000353951,0.049759007,negative regulation of insulin receptor signaling pathway,BP,"Cul1, Fmr1, foxo, Ide, ImpL2, mts, PIP4K, Pp2A-29B, Pten, Roc1a, sgg, SkpA, slmb, srl, STUB1, wdb",Downregulated,OSNs
GO:0045214,4.35E-08,0.000112076,sarcomere organization,BP,"Actn, Bsg, bt, CanB2, cher, Dg, flr, how, hts, if, kon, l(2)efl, mask, Mhc, Mical, Mlp84B, mys, rhea, sals, sls, Tm2, up, wupA, zip",Downregulated,OSNs
GO:0017148,9.60E-06,0.003709919,negative regulation of translation,BP,"4E-T, AGO1, apt, brat, bsf, eIF4EHP, elav, Fmr1, gw, heph, Hrb27C, kra, krimp, Larp4B, me31B, msi, Not1, Not11, Not3, Paip2, pum, Rbfox1, Rga, RpL13A, sqd, Srp9, Sxl, Thor, Tis11, tn, tut, Unr, Ythdf",Downregulated,OSNs
GO:0045727,1.72E-05,0.006037204,positive regulation of translation,BP,"aub, bol, CG4612, CNBP, Dp1, eEF5, eIF2gamma, eIF4E3, Fmr1, hoip, Hrb27C, Hrb98DE, larp, mTerf3, mxt, P32, pAbp, pum, Rheb, RpS9, spoon, Tcs3",Downregulated,OSNs
GO:0045880,5.58E-06,0.002877739,positive regulation of smoothened signaling pathway,BP,"apolpp, bur, CkIalpha, CkIIalpha, dally, dco, gish, Gprk1, Hipk, lwr, mts, nej, par-6, Pka-C1, Pka-R1, Rap1, Rpn13, smo, Su(var)2-10, Sxl, Tnpo, trol, tws, UbcE2M, Ubr3, Uch-L5, Usp7, wdb",Downregulated,OSNs
GO:0050777,9.17E-05,0.021474037,negative regulation of immune response,BP,"cact, Cul1, Dark, Dsp1, E(bx), faf, GstO2, l(2)34Fc, Lam, LysE, p38a, PGRP-LF, PGRP-SC2, Pli, Pvr, Rala, senju, SkpA, slmb, Spn27A, Spn77Ba, Spn88Ea, Stat92E, tefu, unc-45, Usp2, wun",Downregulated,OSNs
GO:0045879,1.14E-07,0.000175984,negative regulation of smoothened signaling pathway,BP,"CkIalpha, Cul1, Cul3, Cul4, dco, eff, flw, Gbeta13F, Gug, HDAC1, Herc4, krz, mts, Nedd4, Nedd8, Npl4, pic, Pka-C1, Pka-R1, Pp1alpha-96A, Pp2A-29B, PPP4R2r, Rack1, rdx, Roc1a, sgg, slmb, sqh, TER94, UbcE2M, Ulp1, wdb",Downregulated,OSNs
GO:0045571,0.000318247,0.049338586,negative regulation of imaginal disc growth,BP,"Capr, dlg1, ex, Fmr1, ft, l(2)gl, lig, Pten, rin, scrib, Syx7, TSG101",Downregulated,OSNs
GO:0000981,2.18E-19,5.87E-16,"DNA-binding transcription factor activity, RNA polymerase II-specific",MF,"Abd-B, acj6, amos, ATbp, ato, B-H1, B-H2, bap, bcd, bin, Blimp-1, bsh, btd, byn, C15, cato, CG1024, CG10274, CG10348, CG10654, CG10669, CG10959, CG11085, CG11294, CG11398, CG11906, CG12071, CG12299, CG12769, CG14431, CG14655, CG15269, CG15696, CG17801, CG18476, CG18599, CG2120, CG2129, CG2202, CG2712, CG3032, CG30431, CG32532, CG34367, CG42741, CG4328, CG43347, CG43689, CG4374, CG4709, CG4820, CG6689, CG7101, CG7786, CG7963, CG8301, CG9609, CG9876, Clk, croc, D19A, D19B, dar1, Dfd, dimm, dmrt11E, dmrt93B, dmrt99B, Doc1, Doc2, Doc3, Drgx, dsf, dsx, dve, dwg, dysf, E(spl)m5-HLH, E(spl)m8-HLH, E(spl)mgamma-HLH, E5, edl, eg, Eip78C, erm, Ets21C, Ets65A, Ets96B, eve, eyg, fd19B, fd3F, fd59A, fd96Ca, Fer3, FoxL1, ftz, GATAe, gcm, gcm2, gl, gsb, gsb-n, Gsc, gt, H15, ham, hb, hbn, Hey, HGTX, HHEX, hkb, HLH3B, HLH4C, HLH54F, Hmx, Hr4, Hr51, Hr83, ich, ind, Kah, Klf15, kn, kni, lab, lbe, Lim1, Lim3, lmd, lms, Lmx1a, lz, nau, Nf-YC, oc, odd, opa, Optix, org-1, pad, pb, pdm2, Plzf, pnr, Poxm, Poxn, Pph13, prd, repo, rn, ro, run, RunxA, RunxB, Rx, salr, sens-2, Sidpn, sim, sisA, Six4, slbo, slou, slp1, sna, so, sob, Sox100B, Sox15, Sox21a, Sox21b, sqz, srp, Sry-delta, ss, tap, TfAP-2, tin, tj, tll, toe, twi, unpg, vnd, wdn, wor, zen",Upregulated,OSNs
GO:0000977,7.48E-06,0.00336436,RNA polymerase II transcription regulatory region sequence-specific DNA binding,MF,"Abd-B, acj6, amos, ATbp, ato, B-H1, B-H2, bap, bcd, bin, Blimp-1, bsh, btd, byn, C15, cad, cato, CG1024, CG10274, CG10348, CG10654, CG10669, CG10959, CG11085, CG11294, CG11398, CG11695, CG11696, CG11906, CG12071, CG12299, CG12769, CG14431, CG14655, CG15269, CG15696, CG17801, CG18476, CG18599, CG2120, CG2129, CG2202, CG2712, CG3032, CG30431, CG32532, CG42741, CG4328, CG43347, CG43689, CG4374, CG4709, CG4820, CG6654, CG6689, CG7786, CG7963, CG8301, CG9215, CG9609, CG9876, Clk, croc, CTCF, D19A, D19B, dar1, Dfd, dimm, disco, dmrt11E, dmrt93B, dmrt99B, Doc1, Doc2, Doc3, Drgx, dsf, dsx, dve, dwg, dysf, E(spl)m5-HLH, E(spl)m8-HLH, E(spl)mgamma-HLH, E5, eg, Eip78C, erm, eve, eyg, fd19B, fd3F, fd59A, fd96Ca, Fer3, FoxL1, ftz, GATAe, gcm, gcm2, gl, gsb, gsb-n, Gsc, gt, H15, ham, hb, hbn, Hey, HGTX, HHEX, hkb, HLH3B, HLH4C, HLH54F, Hmx, Hr4, Hr51, Hr83, ich, ind, Kah, Klf15, kn, kni, lab, Lim1, Lim3, lmd, lms, Lmx1a, lz, nau, oc, odd, opa, Optix, org-1, pad, pb, Pbp45, pdm2, Plzf, pnr, Poxm, Poxn, Pph13, prd, repo, rn, ro, run, RunxA, RunxB, Rx, salr, sens-2, Sidpn, sim, Six4, slbo, slou, slp1, sna, so, sob, Sox100B, Sox15, Sox21a, Sox21b, sqz, srp, Sry-delta, tap, TfAP-2, tin, tj, tll, toe, topi, Trf, twi, unpg, vnd, wdn, wor, zen",Upregulated,OSNs
GO:0000978,2.95E-14,3.98E-11,RNA polymerase II cis-regulatory region sequence-specific DNA binding,MF,"Abd-B, acj6, amos, ato, bap, bcd, bin, Blimp-1, bsh, btd, byn, C15, cato, CG1024, CG10274, CG10348, CG10669, CG10959, CG11085, CG11398, CG11695, CG11696, CG11906, CG12071, CG12299, CG12769, CG14431, CG14655, CG15269, CG15696, CG17801, CG18476, CG18599, CG2129, CG2202, CG42741, CG43689, CG4374, CG4709, CG4820, CG6654, CG6689, CG7786, CG8301, CG9215, Clk, croc, CTCF, D19A, D19B, dar1, Dfd, dimm, dmrt11E, dmrt93B, dmrt99B, Doc1, Doc2, Doc3, dsf, dsx, dve, dwg, E(spl)m5-HLH, E(spl)m8-HLH, E(spl)mgamma-HLH, E5, eg, Eip78C, erm, eve, eyg, fd19B, fd3F, fd59A, fd96Ca, FoxL1, ftz, GATAe, gcm, gcm2, gl, gsb, gsb-n, gt, H15, ham, hb, Hey, HGTX, HHEX, hkb, HLH3B, HLH4C, Hr4, Hr51, Hr83, ich, ind, Kah, Klf15, kn, kni, lab, lmd, lms, lz, nau, oc, opa, Optix, org-1, pad, pb, Pbp45, pdm2, pnr, Poxm, Poxn, prd, rn, ro, run, RunxA, RunxB, salr, Sidpn, sim, Six4, slbo, slou, slp1, sna, so, Sox100B, Sox15, Sox21a, Sox21b, srp, tap, tin, tj, tll, toe, topi, Trf, vnd, wdn, zen",Upregulated,OSNs
GO:0008010,1.30E-07,8.74E-05,structural constituent of chitin-based larval cuticle,MF,"Acp65Aa, Ccp84Ac, CG13670, CG15756, CG1850, CG34461, CG34462, Cpr23B, Cpr30B, Cpr30F, Cpr35B, Cpr47Ea, Cpr47Ee, Cpr47Ef, Cpr49Aa, Cpr49Ab, Cpr50Ca, Cpr50Cb, Cpr5C, Cpr62Ba, Cpr62Bb, Cpr64Aa, Cpr64Ab, Cpr64Ac, Cpr65Az, Cpr65Ea, Cpr65Eb, Cpr65Ec, Cpr66Cb, Cpr66D, Cpr72Ea, Cpr72Eb, Cpr72Ec, Cpr73D, Cpr76Ba, Cpr76Bb, Cpr76Bc, Cpr76Bd, Cpr92A, Cpr92F, Cpr97Ea, Edg78E, Edg84A, Lcp65Aa, resilin, TwdlD, TwdlF, TwdlH",Upregulated,OSNs
GO:0008188,4.70E-11,4.23E-08,neuropeptide receptor activity,MF,"AkhR, AstC-R2, CCAP-R, CCHa1-R, CCHa2-R, CCKLR-17D1, CCKLR-17D3, CG13575, CG13995, CG32547, CG33639, CrzR, Dh44-R1, ETHR, hec, Lgr1, Lgr3, Lgr4, MsR1, MsR2, NPFR, Pdfr, PK1-R, PK2-R1, PK2-R2, rk, SIFaR, sNPF-R, TkR86C, TkR99D, TrissinR",Upregulated,OSNs
GO:0004993,2.10E-06,0.001131396,G protein-coupled serotonin receptor activity,MF,"5-HT1A, 5-HT1B, 5-HT2A, 5-HT2B, 5-HT7, Dop1R1, mAChR-A, mAChR-B, Oamb",Upregulated,OSNs
GO:0005261,0.000136845,0.04615086,cation channel activity,MF,"ATPsynbetaL, ATPsynepsilonL, ATPsynGL, brv2, brv3, Ca-alpha1T, CG10864, CG1688, CG17300, CG42260, CG42340, CG42594, CG5421, CngA, Cngl, eag, Grd, Grik, Hk, iav, Ir64a, Ir76b, KaiR1D, knon, Mid1, na, nAChRalpha1, nAChRalpha2, nAChRalpha3, Nckx30C, Nmdar1, Nmdar2, nompC, Orco, Ork1, OtopLc, Pkd2, Porin2, ppk12, ppk14, ppk24, ppk3, ppk30, ppk31, ppk6, ppk7, ppk9, pyx, sand, Shal, Shawl, SLO2, stg1, stj, Task6, tipE, trp, TrpA1, Trpgamma, trpl, unc80",Upregulated,OSNs
GO:0005214,4.54E-05,0.017487316,structural constituent of chitin-based cuticle,MF,"Acp65Aa, Ccp84Ac, CG13670, CG15756, CG1850, CG2150, CG34461, CG34462, Cpr23B, Cpr30B, Cpr30F, Cpr35B, Cpr47Ea, Cpr47Ee, Cpr47Ef, Cpr49Aa, Cpr49Ab, Cpr50Ca, Cpr50Cb, Cpr5C, Cpr62Ba, Cpr62Bb, Cpr64Aa, Cpr64Ab, Cpr64Ac, Cpr65Az, Cpr65Ea, Cpr65Eb, Cpr65Ec, Cpr66Cb, Cpr66D, Cpr72Ea, Cpr72Eb, Cpr72Ec, Cpr73D, Cpr76Ba, Cpr76Bb, Cpr76Bc, Cpr76Bd, Cpr92A, Cpr92F, Cpr97Ea, dsx-c73A, dyl, Edg78E, Edg84A, Lcp65Aa, m, resilin, Tb, TwdlB, TwdlC, TwdlD, TwdlE, TwdlF, TwdlG, TwdlH, TwdlJ, TwdlN, TwdlQ, TwdlR, TwdlT, TwdlV, TwdlW, TwdlX, TwdlY, Vajk1, Vajk4",Upregulated,OSNs
GO:0046933,0.000233882,0.042005116,"proton-transporting ATP synthase activity, rotational mechanism",MF,"ATPsynB, ATPsynbeta, ATPsynC, ATPsynCF6, ATPsynD, ATPsyndelta, ATPsynE, ATPsynF, ATPsynG, ATPsyngamma, ATPsynO, blw, sun, VhaAC45",Downregulated,OSNs
GO:0008121,0.00030538,0.042005116,ubiquinol-cytochrome-c reductase activity,MF,"Cyt-c1, ox, RFeSP, UQCR-11, UQCR-11L, UQCR-6.4, UQCR-C1, UQCR-C2, UQCR-Q",Downregulated,OSNs
GO:0008266,0.00030538,0.042005116,poly(U) RNA binding,MF,"elav, fne, Hrb27C, Hrb87F, Hrb98DE, pAbp, shep, ssx, Sxl",Downregulated,OSNs
GO:0004129,2.03E-06,0.000783676,cytochrome-c oxidase activity,MF,"COX4, COX4L, COX5A, COX5B, COX6B, COX7A, COX7AL, COX7C, COX8, cype, levy, ND-MLRQ",Downregulated,OSNs
GO:0090079,7.22E-05,0.016708244,"translation regulator activity, nucleic acid binding",MF,"bol, CG13124, CG31957, eEF1alpha1, eEF1beta, eEF1delta, eEF1gamma, eEF2, eEF5, eEFSec, eIF1, eIF1A, eIF2alpha, eIF2beta, eIF2Bgamma, eIF2gamma, eIF3a, eIF3b, eIF3c, eIF3d1, eIF3e, eIF3f1, eIF3g1, eIF3h, eIF3i, eIF3j, eIF3k, eIF3l, eIF3m, eIF4A, eIF4B, eIF4E1, eIF4E3, eIF4E5, eIF4EHP, eIF4G1, eIF4H1, eIF5, eIF5B, elav, eRF1, eRF3, heph, mEFTu1, msi, mxt, NAT1, P32, Paip2, pum, Shmt, Sxl",Downregulated,OSNs
GO:0005524,9.24E-05,0.019186461,ATP binding,MF,"ACC, Ak6, AlaRS, ArgRS, Arp3, Asator, AsnRS, AsnRS-m, AspRS, AspRS-m, Atpalpha, ATPsynbeta, aux, awd, babo, bel, blw, brm, bsk, bt, BubR1, bur, Cad96Ca, CaMKI, CaMKII, cana, CCT1, CCT2, CCT3, CCT4, CCT5, CCT6, CCT7, CCT8, Cdk1, Cdk2, Cdk4, CG10077, CG10226, CG11069, CG13185, CG14443, CG1598, CG17528, CG17698, CG31213, CG3164, CG31729, CG33298, CG5757, CG6052, CG7483, CG7627, CG7806, CG9270, CG9281, CG9330, ck, CkIalpha, CkIIalpha, cmet, Dark, Dbp80, dco, Dcr-2, Dhc64C, DNAlig3, dom, Drak, Droj2, Dyrk3, Eato, Egfr, eIF4A, Eph, Fak, Fancm, for, fray, Galk, gek, Gem3, gish, glu, GluProRS, GlyRS, Gp93, Gprk1, grp, Haspin, Hel25E, Hex-A, Hipk, HisRS, Hmt-1, Hsc70-3, Hsc70-4, Hsc70-5, Hsp60A, Hsp70Ab, Hsp70Bb, Hsp83, IKKbeta, IleRS, IleRS-m, Ilk, InR, Ire1, Iswi, jar, JIL-1, JYalpha, Khc, Kif3C, kis, Klp10A, Klp31E, Klp61F, l(1)G0196, l(2)k01209, LeuRS, Lk6, Lon, LysRS, mahe, MAPk-Ak2, Mccc1, Mcm7, Mdr65, me31B, Mhc, Mhcl, Mi-2, Mkk4, MRP, Mrp4, msn, Myo31DF, Myo61F, Nak, nmo, p38a, p38c, Pak3, par-1, Pdk1, Pfk, Pgk, PhKgamma, pix, Pka-C1, Pkn, PMCA, polo, Prps, put, Pvr, RecQ5, rl, Rm62, RnrL, Rok, Ror, Rpt1, Rpt2, Rpt3, Rpt4, Rpt5, Rpt6, S6k, SAK, ScsbetaA, ScsbetaG, SerRS, sgg, Slik, SMC1, SMC2, smid, Sps1, Sps2, Src42A, SRPK, Stlk, Strn-Mlck, Tao, TER94, ThrRS, tkv, Tlk, Top2, TTLL4A, TTLL5, TyrRS, Uck, unc-104, Vha55, Vha68-2, Vps4, wnd, Wnk, zip",Downregulated,OSNs
GO:0005525,8.46E-06,0.002853887,GTP binding,MF,"alphaTub84B, alphaTub84D, alphaTub85E, Arl1, Arl4, Arl8, atl, awd, betaTub56D, betaTub60D, Cdc42, CG1354, chb, eEF1alpha1, eEF2, eEFSec, eIF2gamma, eIF5B, eRF3, fzo, Galphai, Galphao, Galphas, Marf, mEFTu1, Mtl, Non1, Ns1, Ns2, Opa1, Past1, pnut, Rab1, Rab10, Rab11, Rab14, Rab19, Rab2, Rab35, Rab4, Rab5, Rab6, Rab7, Rab8, Rac1, Rac2, RagA-B, Rala, Ran, Rap1, Rap2l, Ras64B, Ras85D, RecQ5, Rheb, Rho1, RhoBTB, RhoU, Sar1, shi, Srp54k, SrpRalpha",Downregulated,OSNs
GO:0005515,4.19E-07,0.000225905,protein binding,MF,"14-3-3epsilon, 14-3-3zeta, 4E-T, Acf, Acp36DE, Acph-1, Actbeta, Actn, Adh, AGO1, AGO2, Akap200, alien, alpha-Cat, alpha-Spec, alphaSnap, alphaTub84D, amn, Ank, AnxB9, AP-1-2beta, AP-1gamma, AP-1sigma, AP-2alpha, AP-2sigma, apolpp, Apoltp, apt, ari-1, Arl1, Arl8, arm, Arp2, Arp3, Arpc1, Arpc2, Ars2, Arts, asf1, Atg8a, atl, ATP6AP2, aux, ave, awd, babo, Bap111, Bap60, ben, beta-Spec, bic, BicD, Bin1, bip1, BobA, brat, brm, Bsg, bsk, btsz, BuGZ, bun, by, cact, Cad74A, CadN, Calr, Cam, CaMKI, CaMKII, cana, CanB2, Cap-H2, capt, cass, cav, CCT1, CCT2, CCT3, CCT4, CCT5, CCT6, CCT7, CCT8, Cdc42, Cdep, Cdk1, Cdk2, Cdk4, ced-6, Cen, Cf2, CG10353, CG10359, CG10834, CG11263, CG11267, CG11807, CG12395, CG12448, CG13551, CG1416, CG14207, CG14322, CG15019, CG15676, CG1674, CG17528, CG18063, CG18135, CG2765, CG30281, CG30423, CG3061, CG31467, CG3226, CG32371, CG3588, CG3776, CG40228, CG41520, CG42259, CG42748, CG43367, CG43897, CG4968, CG5001, CG5023, CG5758, CG6527, CG6834, CG6891, CG7029, CG7483, CG7668, CG7766, CG7945, CG8475, CG8507, CG8578, CG9592, chb, Chc, Chd64, CheB42a, cher, chic, chico, Chro, ci, cib, Cip4, ck, CkIalpha, CkIIalpha, Clc, CLIP-190, ClpP, cmet, cnc, cni, Cnx99A, Cont, conu, cora, corn, corto, Cp190, cpa, cpb, Cpsf160, cpx, crb, crc, Crk, crp, Cse1, CSN5, cta, CtBP, ctp, Cul1, Cul2, Cul3, Cul4, Cul6, CycA, CycD, CycK, CycY, d4, Dad, dally, Dark, Daxx, dco, DCP2, Dcr-2, Dek, Der-1, Desi, Df31, Dg, dgrn, Dhc64C, dia, Diap1, DIP1, DIP2, dlg1, Dlic, Dlip2, Dlish, DnaJ-1, dom, Dp, drk, drm, Droj2, Dronc, ds, Dsp1, Dys, E(bx), E2f1, Eb1, ec, EcR, ed, eEFSec, eff, Egfr, eIF2beta, eIF3b, eIF3c, eIF3d1, eIF3f1, eIF3j, eIF3m, eIF4A, eIF4E1, eIF4E3, eIF4E5, eIF4EHP, eIF4G1, eIF5, eIF5B, emb, emc, ens, Ephrin, Evi5, ex, exd, faf, Fancd2, FANCI, Fas1, Fas2, Fas3, Fbl6, Fhos, Fibp, Fim, Fkbp12, Fkbp39, Fkbp59, fl(2)d, flfl, flr, Fmr1, fog, form3, foxo, FoxP, fra, FRG1, Frl, fs(1)h, Fs(2)Ket, ft, fz, fz2, Galphai, Galphao, Galphaq, Galphas, gammaSnap1, garz, Gbeta13F, Gbs-70E, Gbs-76A, gce, Gdh, Ge-1, gek, Ggamma1, Ggamma30A, Girdin, Glg1, Gli, glo, GMF, Golgin245, Gp93, Gpdh1, Gprk1, Graf, grh, Grip75, Grip91, gro, GstO2, Gug, gus, gw, Haspin, Hat1, HDAC1, Hem, HIP-R, Hip1, Hipk, His2Av, His3.3A, His3.3B, His4r, HnRNP-K, Hrb27C, Hsc20, Hsc70-3, Hsc70-4, Hsc70-5, Hsp23, Hsp26, Hsp27, Hsp60A, Hsp70Ab, Hsp70Bb, Hsp83, HSPC300, hth, hts, hyd, Ibf1, Ibf2, Idgf2, Idgf3, Idgf4, if, IKKbeta, Ilk, ImpL2, InR, Ire1, Iswi, Itgbn, ITP, jar, JIL-1, Jupiter, Kap-alpha3, kay, Khc, Kif3C, klar, Klc, Klp10A, Klp31E, Klp61F, kon, kra, krz, kst, kug, l(2)efl, l(2)gl, l(3)80Fj, Lac, Lam, LanA, lap, lig, Lis-1, Lk6, lncRNA:roX2, lola, lolal, lqf, lqfR, Lsd-2, lva, lwr, maf-S, Maf1, mago, MAPk-Ak2, Mapmodulin, mask, mav, mbc, me31B, MED10, MED21, MED22, MED24, Mef2, mew, mfas, mgr, Mhc, Mhcl, Mi-2, Mical, milt, miple1, miple2, Mitf, Mitofilin, Mlc-c, Mlc1, Mnt, Mob3, mod, mod(mdg4), Moe, mol, mon2, Mondo, mr, mrj, msk, Msp300, msps, mth, mxt, Myc, myo, Myo31DF, Myo61F, mys, Mzt1, N, Nacalpha, Nak, ncm, ND-42, Nedd4, Nedd8, nej, Nipped-B, NKAIN, Nlp, noc, Not1, Not3, Nph, Npl4, Nplp4, Nrg, nrm, nrv1, nudC, nudE, numb, Nup154, Nup160, Nup358, Nup98-96, nxf2, O-fut1, Oat, Opa1, ovo, p120ctn, P32, P58IPK, pAbp, Pabp2, Paip2, Pak3, pan, PAN3, par-6, parvin, Patronin, pbl, pds5, Pfdn1, Pfdn2, Pfdn4, Pfdn5, Pfdn6, Pfk, PGRP-LC, PGRP-LE, PGRP-LF, PhKgamma, pho, Pi3K21B, Pi3K68D, pic, pigs, pim, pip, piwi, pix, Pka-C1, Pka-R2, Pkn, PlexA, PlexB, Pli, plum, pnut, PNUTS, pod1, poe, polo, Pp1-87B, PrBP, Psn, psq, Pten, put, Pvr, pyd, pzg, Rab1, Rab11, Rab19, Rab2, Rab4, Rab5, Rab6, Rac1, Rac2, Rack1, Rad23, RagA-B, Rala, Ran, Ranbp16, RanBPM, RanGAP, Rap1, Ras64B, Ras85D, Rbfox1, rdx, Rel, REPTOR, Rga, Rgl, rhea, Rho1, RhoBTB, RIC-3, rin, rl, Rm62, rngo, robl, Roc1a, Rok, Ror, row, RpL11, RpL23, RpL34a, RpL40, RpL5, Rpn10, Rpn13, Rpn6, Rpn7, RpS27A, Rpt1, Rpt2, Rpt6, S6k, sage, SAK, sals, Samuel, Sar1, sas, sau, sbr, sc, scb, SCCRO, Schip1, scrib, sd, Sec10, Sec16, Sec24AB, Sec24CD, sel, Sema1b, Sema2a, SERCA, Set, SF2, sgg, shg, shi, Shmt, shot, shrb, shv, sima, simj, Sin3A, sip2, skd, SkpA, sktl, Slip1, Slmap, slmb, sls, SMC1, SMC2, smo, Smox, Smr, sn, Snap25, Snoo, Sod1, sog, Spag1, Spc25, spi, spoon, spt4, Spt6, spz, sqh, Src42A, SREBP, srl, stai, Stat92E, step, Stip1, STUB1, stv, su(Hw), Su(Tpl), Su(var)2-10, Su(var)205, subdued, sun, Svil, sw, Swim, Sxl, Synd, Syx1A, Syx4, Syx7, tacc, Taf13, Tango1, Tao, Tbce, TER94, TfIIA-S, TfIIA-S-2, Thor, thr, Tif-IA, Tig, Tim9a, Timp, tkv, Tl, Tlk, Tm1, Tm2, Tnpo, Top2, tou, Tpi, TppII, Tpr2, tral, Trf2, Trl, trx, TSG101, tsh, tsr, TTLL4A, TTLL5, Tudor-SN, Uba2, Ubc10, Ubc6, Ubi-p5E, Ubi-p63E, Ubqn, Ubr3, Ubx, Uev1A, Uggt, uif, unc-104, Unc-115a, unc-13, unc-45, Unr, up, upSET, Usf, Utx, Vamp7, vap, Vap33, Vha100-1, Vha100-2, vig, Vinc, Vps13D, Vps16A, Vps26, Vps35, Vps50, Vps52, wac, wbl, Wdfy2, wdp, wgn, wupA, Yeti, yki, yps, ZAP3, Zasp52, Zasp66, zip, zormin, Zyx",Downregulated,OSNs
GO:0005509,7.43E-05,0.016708244,calcium ion binding,MF,"Actn, Alg-2, alpha-Man-Ia, alpha-Spec, AnxB10, AnxB11, AnxB9, Cad74A, Cad87A, Cad96Ca, CadN, Cadps, CalpA, CalpB, Calr, Cals, Cam, CanB2, CBP, CG10126, CG11041, CG14861, CG15177, CG17271, CG17272, CG17493, CG17698, CG31345, CG31650, CG31960, CG31999, CG32373, CG33978, CG7646, CG9406, Clic, Cnx99A, crb, Dg, dpy, Dref, ds, Fim, Fkbp14, frac, ft, Gpo1, kug, Letm1, LPCAT, LpR2, mgl, MICU1, Mlc-c, Mlc1, Mlc2, N, Nca, Ndg, norpA, Nrg, NUCB1, Past1, regucalcin, RyR, SCaMC, shg, shot, sqh, Stim, Swip-1, Tctp, TpnC25D, TpnC73F, uif, unc-13, up",Downregulated,OSNs
GO:0051082,8.19E-07,0.000368478,unfolded protein binding,MF,"Calr, CCT1, CCT2, CCT3, CCT4, CCT5, CCT6, CCT7, CCT8, CG11267, CG14207, CG5001, CG9592, Cnx99A, DnaJ-1, Droj2, Gp93, Hsc70-3, Hsc70-4, Hsc70-5, Hsp23, Hsp26, Hsp27, Hsp60A, Hsp70Ab, Hsp70Bb, Hsp83, Ire1, l(2)efl, mrj, Nacalpha, nudC, Pfdn1, Pfdn2, Pfdn4, Pfdn5, Pfdn6, RIC-3, shv, Tim9a, Uggt",Downregulated,OSNs
GO:0051015,1.15E-07,0.000103303,actin filament binding,MF,"Actn, Akap200, alpha-Cat, Arp2, Arp3, Arpc1, Arpc2, by, CG6891, ck, cpa, cpb, DCP2, Fhos, Fim, flr, FRG1, Frl, Hip1, hts, jar, Mhc, Mhcl, Msp300, Myo31DF, Myo61F, pigs, pod1, rhea, sals, sn, Svil, Tm1, Tm2, tsr, Unc-115a, Vinc, zip",Downregulated,OSNs
GO:0003779,4.41E-05,0.011903596,actin binding,MF,"Actn, Akap200, alpha-Cat, alpha-Spec, Arp2, Arp3, Arpc1, Arpc2, beta-Spec, by, capt, CG1674, CG43897, CG5023, CG6891, cher, chic, cib, ck, CLIP-190, cora, cpa, cpb, DCP2, dia, Fhos, Fim, flr, form3, FRG1, Frl, GMF, Hip1, hts, jar, kst, Mhc, Mhcl, Mical, Moe, Msp300, Myo31DF, Myo61F, parvin, pigs, pnut, pod1, rhea, sals, shi, shot, sls, sn, Svil, Tm1, Tm2, tsr, Unc-115a, Vinc, Vps16A, wupA, Zasp52, Zasp66, zip, zormin",Downregulated,OSNs
